Price,Close,High,Low,Open,Volume
Ticker,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK
Datetime,,,,,
2025-06-19 07:50:00+00:00,55643.25,55653.69921875,55631.25,55652.1484375,0
2025-06-19 07:55:00+00:00,55620.1484375,55657.80078125,55619.0,55642.8984375,0
2025-06-19 08:00:00+00:00,55626.25,55646.05078125,55606.8515625,55619.6015625,0
2025-06-19 08:05:00+00:00,55635.25,55641.75,55605.8984375,55631.1484375,0
2025-06-19 08:10:00+00:00,55599.19921875,55643.30078125,55596.3515625,55636.25,0
2025-06-19 08:15:00+00:00,55613.5,55619.69921875,55592.69921875,55602.1484375,0
2025-06-19 08:20:00+00:00,55635.25,55640.0,55608.1484375,55613.94921875,0
2025-06-19 08:25:00+00:00,55653.80078125,55656.30078125,55606.44921875,55637.44921875,0
2025-06-19 08:30:00+00:00,55667.94921875,55693.1484375,55632.30078125,55661.75,0
2025-06-19 08:35:00+00:00,55689.8984375,55710.3515625,55654.94921875,55665.75,0
2025-06-19 08:40:00+00:00,55678.25,55706.44921875,55657.94921875,55689.6015625,0
2025-06-19 08:45:00+00:00,55672.6484375,55684.1484375,55654.55078125,55677.1015625,0
2025-06-19 08:50:00+00:00,55650.69921875,55705.3515625,55650.69921875,55673.3515625,0
2025-06-19 08:55:00+00:00,55636.94921875,55657.6484375,55613.05078125,55650.94921875,0
2025-06-19 09:00:00+00:00,55660.30078125,55673.80078125,55633.75,55637.1015625,0
2025-06-19 09:05:00+00:00,55642.1015625,55664.80078125,55627.75,55659.44921875,0
2025-06-19 09:10:00+00:00,55618.5,55642.5,55576.30078125,55642.25,0
2025-06-19 09:15:00+00:00,55625.5,55634.6484375,55613.3515625,55619.80078125,0
2025-06-19 09:20:00+00:00,55642.94921875,55658.05078125,55619.30078125,55625.5,0
2025-06-19 09:25:00+00:00,55647.80078125,55650.94921875,55620.1015625,55638.6015625,0
2025-06-19 09:30:00+00:00,55612.1484375,55648.8984375,55597.80078125,55648.69921875,0
2025-06-19 09:35:00+00:00,55602.3515625,55620.44921875,55587.3515625,55609.8984375,0
2025-06-19 09:40:00+00:00,55565.6015625,55605.75,55562.1484375,55597.6484375,0
2025-06-19 09:45:00+00:00,55561.8515625,55597.8984375,55550.05078125,55570.25,0
2025-06-19 09:50:00+00:00,55538.55078125,55588.75,55527.3984375,55567.3515625,0
