Price,Close,High,Low,Open,Volume
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
Datetime,,,,,
2025-03-19 03:45:00+00:00,22864.099609375,22885.69921875,22808.599609375,22874.94921875,0
2025-03-19 04:45:00+00:00,22902.5,22914.25,22864.05078125,22864.05078125,0
2025-03-19 05:45:00+00:00,22887.150390625,22907.150390625,22875.44921875,22902.5,0
2025-03-19 06:45:00+00:00,22903.900390625,22939.44921875,22882.80078125,22887.650390625,0
2025-03-19 07:45:00+00:00,22908.75,22928.150390625,22898.55078125,22904.599609375,0
2025-03-19 08:45:00+00:00,22911.55078125,22937.69921875,22905.30078125,22909.349609375,0
2025-03-19 09:45:00+00:00,22911.80078125,22917.69921875,22895.900390625,22912.30078125,0
2025-03-20 03:45:00+00:00,22987.650390625,23070.80078125,22974.150390625,23038.599609375,0
2025-03-20 04:45:00+00:00,23063.55078125,23068.25,22982.05078125,22987.30078125,0
2025-03-20 05:45:00+00:00,23072.55078125,23073.75,23042.650390625,23063.94921875,0
2025-03-20 06:45:00+00:00,23143.349609375,23145.849609375,23071.69921875,23072.900390625,0
2025-03-20 07:45:00+00:00,23182.400390625,23205.80078125,23132.69921875,23143.55078125,0
2025-03-20 08:45:00+00:00,23183.849609375,23216.05078125,23171.30078125,23183.19921875,0
2025-03-20 09:45:00+00:00,23165.69921875,23190.75,23162.25,23183.94921875,0
2025-03-21 03:45:00+00:00,23257.099609375,23276.349609375,23134.30078125,23168.25,0
2025-03-21 04:45:00+00:00,23331.5,23357.55078125,23247.900390625,23257.30078125,0
2025-03-21 05:45:00+00:00,23357.400390625,23370.650390625,23326.5,23331.150390625,0
2025-03-21 06:45:00+00:00,23371.400390625,23401.849609375,23350.80078125,23356.5,0
2025-03-21 07:45:00+00:00,23335.44921875,23386.80078125,23277.05078125,23371.150390625,0
2025-03-21 08:45:00+00:00,23348.69921875,23379.80078125,23330.30078125,23335.94921875,0
2025-03-21 09:45:00+00:00,23352.19921875,23373.55078125,23339.099609375,23348.80078125,0
2025-03-24 03:45:00+00:00,23544.05078125,23559.650390625,23433.75,23487.94921875,0
2025-03-24 04:45:00+00:00,23614.099609375,23638.349609375,23536.19921875,23544.150390625,0
2025-03-24 05:45:00+00:00,23628.05078125,23643.0,23579.5,23614.19921875,0
2025-03-24 06:45:00+00:00,23654.650390625,23656.19921875,23613.25,23627.400390625,0
2025-03-24 07:45:00+00:00,23687.349609375,23690.349609375,23628.55078125,23654.30078125,0
2025-03-24 08:45:00+00:00,23652.900390625,23708.05078125,23629.900390625,23687.30078125,0
2025-03-24 09:45:00+00:00,23674.150390625,23681.25,23651.900390625,23651.900390625,0
2025-03-25 03:45:00+00:00,23770.400390625,23869.150390625,23665.650390625,23752.849609375,0
2025-03-25 04:45:00+00:00,23701.099609375,23826.349609375,23656.80078125,23769.349609375,0
2025-03-25 05:45:00+00:00,23693.150390625,23730.0,23628.349609375,23701.0,0
2025-03-25 06:45:00+00:00,23676.0,23705.349609375,23653.650390625,23693.55078125,0
2025-03-25 07:45:00+00:00,23739.900390625,23744.099609375,23644.30078125,23676.349609375,0
2025-03-25 08:45:00+00:00,23670.30078125,23744.599609375,23661.69921875,23739.05078125,0
2025-03-25 09:45:00+00:00,23605.94921875,23675.30078125,23603.5,23670.599609375,0
2025-03-26 03:45:00+00:00,23679.150390625,23735.900390625,23614.75,23698.69921875,0
2025-03-26 04:45:00+00:00,23653.0,23720.19921875,23629.55078125,23679.75,0
2025-03-26 05:45:00+00:00,23603.75,23671.900390625,23572.19921875,23653.5,0
2025-03-26 06:45:00+00:00,23566.099609375,23638.05078125,23551.900390625,23602.94921875,0
2025-03-26 07:45:00+00:00,23550.5,23575.94921875,23501.150390625,23565.400390625,0
2025-03-26 08:45:00+00:00,23501.44921875,23562.25,23452.599609375,23550.5,0
2025-03-26 09:45:00+00:00,23464.30078125,23501.75,23464.30078125,23501.400390625,0
2025-03-27 03:45:00+00:00,23600.349609375,23618.650390625,23415.19921875,23438.75,0
2025-03-27 04:45:00+00:00,23602.900390625,23626.69921875,23559.80078125,23599.55078125,0
2025-03-27 05:45:00+00:00,23600.5,23615.25,23580.150390625,23603.05078125,0
2025-03-27 06:45:00+00:00,23586.599609375,23607.55078125,23574.849609375,23600.150390625,0
2025-03-27 07:45:00+00:00,23609.099609375,23616.80078125,23581.80078125,23586.400390625,0
2025-03-27 08:45:00+00:00,23589.25,23620.400390625,23572.099609375,23610.099609375,0
2025-03-27 09:45:00+00:00,23601.05078125,23636.599609375,23576.44921875,23588.650390625,0
2025-03-28 03:45:00+00:00,23524.150390625,23626.349609375,23505.44921875,23605.25,0
2025-03-28 04:45:00+00:00,23581.30078125,23649.150390625,23519.0,23524.150390625,0
2025-03-28 05:45:00+00:00,23596.44921875,23604.55078125,23561.69921875,23581.69921875,0
2025-03-28 06:45:00+00:00,23499.55078125,23598.150390625,23471.30078125,23596.55078125,0
2025-03-28 07:45:00+00:00,23503.30078125,23522.5,23451.599609375,23499.599609375,0
2025-03-28 08:45:00+00:00,23543.650390625,23612.05078125,23493.69921875,23501.44921875,0
2025-03-28 09:45:00+00:00,23495.150390625,23545.30078125,23485.75,23544.25,0
