Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Datetime,,,,,
2025-03-19 03:45:00+00:00,1248.4000244140625,1251.800048828125,1239.5,1242.9000244140625,0
2025-03-19 04:45:00+00:00,1245.8499755859375,1251.300048828125,1245.1500244140625,1248.6500244140625,1518403
2025-03-19 05:45:00+00:00,1244.0,1245.9000244140625,1242.3499755859375,1245.9000244140625,1148604
2025-03-19 06:45:00+00:00,1251.0,1253.0,1243.5,1243.9000244140625,2205794
2025-03-19 07:45:00+00:00,1248.449951171875,1252.5,1247.9000244140625,1250.800048828125,1380002
2025-03-19 08:45:00+00:00,1247.949951171875,1249.5999755859375,1244.6500244140625,1248.449951171875,3517002
2025-03-19 09:45:00+00:00,1247.1500244140625,1249.0,1246.300048828125,1247.949951171875,3180805
2025-03-20 03:45:00+00:00,1256.3499755859375,1261.0,1250.0999755859375,1253.0,0
2025-03-20 04:45:00+00:00,1257.550048828125,1259.25,1254.8499755859375,1256.3499755859375,2843197
2025-03-20 05:45:00+00:00,1256.949951171875,1258.1500244140625,1253.5,1257.5,996274
2025-03-20 06:45:00+00:00,1262.050048828125,1262.199951171875,1255.300048828125,1257.0,1472269
2025-03-20 07:45:00+00:00,1270.3499755859375,1272.949951171875,1260.25,1262.0999755859375,2965880
2025-03-20 08:45:00+00:00,1268.6500244140625,1272.3499755859375,1267.050048828125,1270.050048828125,3564998
2025-03-20 09:45:00+00:00,1269.1500244140625,1269.75,1268.0,1268.6500244140625,1294645
2025-03-21 03:45:00+00:00,1275.5,1279.5,1271.199951171875,1274.5,0
2025-03-21 04:45:00+00:00,1276.949951171875,1280.3499755859375,1275.3499755859375,1275.449951171875,1448250
2025-03-21 05:45:00+00:00,1275.699951171875,1279.449951171875,1274.0,1276.949951171875,1146349
2025-03-21 06:45:00+00:00,1278.550048828125,1280.9000244140625,1275.0,1275.9000244140625,1204433
2025-03-21 07:45:00+00:00,1277.800048828125,1279.5,1274.9000244140625,1278.75,7993599
2025-03-21 08:45:00+00:00,1276.3499755859375,1280.5,1274.1500244140625,1277.8499755859375,4830098
