Price,Close,High,Low,Open,Volume
Ticker,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK
Datetime,,,,,
2025-05-16 03:45:00+00:00,55302.5,55417.3515625,55250.0,55288.0,0
2025-05-16 03:50:00+00:00,55270.75,55341.30078125,55233.19921875,55306.55078125,0
2025-05-16 03:55:00+00:00,55297.75,55309.6484375,55214.44921875,55270.3984375,0
2025-05-16 04:00:00+00:00,55209.69921875,55384.0,55204.44921875,55299.3984375,0
2025-05-16 04:05:00+00:00,55228.69921875,55254.1015625,55202.80078125,55205.8515625,0
2025-05-16 04:10:00+00:00,55235.19921875,55298.44921875,55183.05078125,55228.6484375,0
2025-05-16 04:15:00+00:00,55253.05078125,55271.55078125,55217.1484375,55238.0,0
2025-05-16 04:20:00+00:00,55176.1484375,55255.94921875,55170.6015625,55253.05078125,0
2025-05-16 04:25:00+00:00,55212.1015625,55253.94921875,55172.30078125,55174.3984375,0
2025-05-16 04:30:00+00:00,55282.19921875,55297.8984375,55207.6015625,55211.8515625,0
2025-05-16 04:35:00+00:00,55251.55078125,55302.80078125,55247.05078125,55285.6484375,0
2025-05-16 04:40:00+00:00,55277.44921875,55277.44921875,55230.55078125,55247.8515625,0
2025-05-16 04:45:00+00:00,55311.3515625,55320.30078125,55260.94921875,55280.25,0
2025-05-16 04:50:00+00:00,55229.5,55350.44921875,55222.8515625,55313.1484375,0
2025-05-16 04:55:00+00:00,55282.94921875,55294.69921875,55220.05078125,55230.3515625,0
2025-05-16 05:00:00+00:00,55289.19921875,55322.44921875,55276.6484375,55280.44921875,0
2025-05-16 05:05:00+00:00,55269.19921875,55299.19921875,55240.8515625,55287.1015625,0
2025-05-16 05:10:00+00:00,55303.75,55338.1015625,55266.69921875,55270.3515625,0
2025-05-16 05:15:00+00:00,55290.6015625,55314.80078125,55286.8984375,55305.55078125,0
2025-05-16 05:20:00+00:00,55263.55078125,55293.1015625,55259.30078125,55291.05078125,0
2025-05-16 05:25:00+00:00,55315.05078125,55320.5,55259.3515625,55259.94921875,0
2025-05-16 05:30:00+00:00,55284.25,55317.05078125,55253.6484375,55317.05078125,0
2025-05-16 05:35:00+00:00,55231.25,55299.6015625,55224.0,55283.44921875,0
2025-05-16 05:40:00+00:00,55273.5,55286.30078125,55223.3984375,55234.05078125,0
2025-05-16 05:45:00+00:00,55286.25,55290.8515625,55256.44921875,55271.55078125,0
