Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Datetime,,,,,
2025-05-16 03:45:00+00:00,1451.0,1453.5,1447.4000244140625,1453.300048828125,0
2025-05-16 03:50:00+00:00,1451.9000244140625,1453.800048828125,1450.0999755859375,1450.5999755859375,266721
2025-05-16 03:55:00+00:00,1452.5,1452.5,1450.199951171875,1451.300048828125,118731
2025-05-16 04:00:00+00:00,1453.699951171875,1457.4000244140625,1452.9000244140625,1452.9000244140625,276523
2025-05-16 04:05:00+00:00,1452.5,1456.0,1452.0,1453.800048828125,147606
2025-05-16 04:10:00+00:00,1454.5999755859375,1455.800048828125,1451.0,1452.5999755859375,129429
2025-05-16 04:15:00+00:00,1454.699951171875,1456.5999755859375,1454.0,1455.0,73225
2025-05-16 04:20:00+00:00,1451.0,1454.9000244140625,1451.0,1454.9000244140625,90564
2025-05-16 04:25:00+00:00,1451.800048828125,1453.9000244140625,1451.0,1451.0,78636
2025-05-16 04:30:00+00:00,1455.199951171875,1455.800048828125,1451.5,1451.5999755859375,86659
2025-05-16 04:35:00+00:00,1453.4000244140625,1455.699951171875,1453.0,1455.0,66296
2025-05-16 04:40:00+00:00,1453.0999755859375,1453.4000244140625,1452.0,1453.0999755859375,66946
2025-05-16 04:45:00+00:00,1454.0999755859375,1454.5,1453.0,1453.300048828125,63487
2025-05-16 04:50:00+00:00,1451.699951171875,1454.9000244140625,1451.5,1454.0999755859375,83283
2025-05-16 04:55:00+00:00,1452.4000244140625,1453.0,1450.5999755859375,1451.699951171875,85478
2025-05-16 05:00:00+00:00,1452.5,1453.4000244140625,1452.0,1452.199951171875,43427
2025-05-16 05:05:00+00:00,1453.0,1453.5,1451.9000244140625,1452.5999755859375,59537
2025-05-16 05:10:00+00:00,1452.4000244140625,1454.0,1452.4000244140625,1453.0,65807
2025-05-16 05:15:00+00:00,1452.0,1452.5999755859375,1452.0,1452.5999755859375,56942
2025-05-16 05:20:00+00:00,1452.699951171875,1453.0,1451.5,1452.0999755859375,52210
