Price,Close,High,Low,Open,Volume,RSI,MACD,SMA_50
2025-03-28 03:45:00+00:00,1283.1500244140625,1289.0999755859375,1278.9000244140625,1282.050048828125,0.0,53.64862416165972,-0.34120420481372093,1276.3109985351562
2025-03-28 04:45:00+00:00,1291.6500244140625,1295.75,1283.0,1283.0,1406512.0,61.317840151516805,0.6303852108298997,1277.1759985351562
2025-03-28 05:45:00+00:00,1290.0,1292.949951171875,1289.0,1291.5999755859375,935456.0,59.26779586302906,1.2527922332371872,1278.0589990234375
2025-03-28 06:45:00+00:00,1276.199951171875,1290.5999755859375,1269.3499755859375,1290.0,8314404.0,45.55108323432847,0.6252976322157338,1278.702998046875
2025-03-28 07:45:00+00:00,1275.3499755859375,1276.9000244140625,1270.050048828125,1276.050048828125,1445877.0,44.86239255273047,0.058740588865248355,1279.1899975585939
2025-03-28 08:45:00+00:00,1277.199951171875,1282.550048828125,1274.0999755859375,1275.199951171875,3264569.0,46.749486520287725,-0.2382361429597495,1279.7649975585937
2025-03-28 09:45:00+00:00,1274.5,1277.300048828125,1273.0,1277.300048828125,1306036.0,44.3630931976792,-0.6835759990638053,1280.2959985351563
2025-04-01 03:45:00+00:00,1271.9000244140625,1277.9000244140625,1265.0,1265.0,0.0,42.13269472077404,-1.2321044117095425,1280.7909985351562
2025-04-01 04:45:00+00:00,1259.699951171875,1273.0999755859375,1256.5999755859375,1271.800048828125,2383410.0,33.59699816746931,-2.621047279550112,1280.857998046875
2025-04-01 05:45:00+00:00,1260.199951171875,1263.8499755859375,1259.0,1259.699951171875,1200395.0,34.18548085798007,-3.639494856581223,1280.91099609375
2025-04-01 06:45:00+00:00,1258.199951171875,1262.8499755859375,1257.1500244140625,1260.199951171875,845008.0,32.92840537923806,-4.555492304607469,1280.93599609375
2025-04-01 07:45:00+00:00,1252.0,1259.0,1251.449951171875,1258.1500244140625,1125881.0,29.328046780660415,-5.715822680109795,1280.7349951171875
2025-04-01 08:45:00+00:00,1253.3499755859375,1255.699951171875,1249.5999755859375,1252.0,2334396.0,31.094694870373615,-6.452085489615229,1280.3949951171876
2025-04-01 09:45:00+00:00,1254.0,1254.0,1251.0999755859375,1253.449951171875,1204159.0,31.976455390325683,-6.903547731956451,1280.1019946289061
2025-04-02 03:45:00+00:00,1251.800048828125,1253.550048828125,1243.9000244140625,1253.550048828125,0.0,30.551508415584266,-7.354079237735959,1279.7549951171875
2025-04-02 04:45:00+00:00,1253.949951171875,1255.550048828125,1251.25,1251.800048828125,1212248.0,33.662630162976484,-7.451750410138629,1279.323994140625
2025-04-02 05:45:00+00:00,1251.5999755859375,1254.0,1249.25,1253.5,1386780.0,31.976413999283224,-7.630815615769507,1278.8169946289063
2025-04-02 06:45:00+00:00,1252.949951171875,1254.5,1249.5999755859375,1251.5,1153559.0,34.021058430853,-7.57645764619474,1278.3619946289064
2025-04-02 07:45:00+00:00,1249.300048828125,1255.0,1249.0,1253.0,980698.0,31.2832088798838,-7.738688396642374,1277.7769946289063
2025-04-02 08:45:00+00:00,1251.0999755859375,1252.0,1248.0999755859375,1249.3499755859375,1740945.0,34.0996940027955,-7.634018178886663,1277.2429931640625
2025-04-02 09:45:00+00:00,1251.949951171875,1253.0,1250.75,1251.1500244140625,1055242.0,35.445272215098896,-7.39720991961417,1276.7549926757813
2025-04-03 03:45:00+00:00,1245.8499755859375,1246.300048828125,1238.0999755859375,1238.25,0.0,30.614130539444602,-7.613985433653852,1276.1219921875
2025-04-03 04:45:00+00:00,1247.6500244140625,1249.050048828125,1243.300048828125,1246.0,816265.0,33.49476506773843,-7.553461095872535,1275.3009936523438
2025-04-03 05:45:00+00:00,1248.1500244140625,1249.25,1244.75,1248.0,1081125.0,34.31056386932826,-7.380076374296095,1274.2829931640624
